BitWeaving/V-avx2;unpack;32;4194304;4;256;99533133;352605187;554496;468992
BitWeaving/V-avx2;unpack;31;4194304;4;256;99363385;341588281;3049024;2700928
BitWeaving/V-avx2;unpack;30;4194304;4;256;93553039;331345154;1884736;1748096
BitWeaving/V-avx2;unpack;29;4194304;4;256;90457641;319910724;1509120;1381440
BitWeaving/V-avx2;unpack;28;4194304;4;256;90526856;309589460;1365696;1129344
BitWeaving/V-avx2;unpack;27;4194304;4;256;87732886;300379314;1018752;900352
BitWeaving/V-avx2;unpack;26;4194304;4;256;84899432;288921169;856128;747584
BitWeaving/V-avx2;unpack;25;4194304;4;256;82089676;280221943;765248;640320
BitWeaving/V-avx2;unpack;24;4194304;4;256;78800334;266994003;620288;524928
BitWeaving/V-avx2;unpack;23;4194304;4;256;72906470;256608181;550208;458240
BitWeaving/V-avx2;unpack;22;4194304;4;256;72831042;245832423;479616;393856
BitWeaving/V-avx2;unpack;21;4194304;4;256;69987068;235491101;457792;370496
BitWeaving/V-avx2;unpack;20;4194304;4;256;66871668;224661152;426048;343488
BitWeaving/V-avx2;unpack;19;4194304;4;256;59129268;213564667;366656;289152
BitWeaving/V-avx2;unpack;18;4194304;4;256;61185522;203303821;357248;279104
BitWeaving/V-avx2;unpack;17;4194304;4;256;52930421;192853211;336960;237888
BitWeaving/V-avx2;unpack;16;4194304;4;256;55281039;181980630;307840;233216
BitWeaving/V-avx2;unpack;15;4194304;4;256;52248750;171125824;305088;229824
BitWeaving/V-avx2;unpack;14;4194304;4;256;49335337;160655597;282688;209856
BitWeaving/V-avx2;unpack;13;4194304;4;256;46282118;150217233;281664;203968
BitWeaving/V-avx2;unpack;12;4194304;4;256;43417229;139825911;293184;197504
BitWeaving/V-avx2;unpack;11;4194304;4;256;37365246;128858422;289920;184448
BitWeaving/V-avx2;unpack;10;4194304;4;256;37277998;119032585;262208;170496
BitWeaving/V-avx2;unpack;9;4194304;4;256;29388226;107571492;218752;143296
BitWeaving/V-avx2;unpack;8;4194304;4;256;31551788;96956766;379136;171840
BitWeaving/V-avx2;unpack;7;4194304;4;256;25571652;87519894;209024;134336
BitWeaving/V-avx2;unpack;6;4194304;4;256;25658278;75651559;196992;125568
BitWeaving/V-avx2;unpack;5;4194304;4;256;22736099;64966179;190784;118784
BitWeaving/V-avx2;unpack;4;4194304;4;256;19804701;54629381;299136;121600
BitWeaving/V-avx2;unpack;3;4194304;4;256;11605069;43607983;152512;80448
BitWeaving/V-avx2;unpack;2;4194304;4;256;8758920;33158185;143616;71744
BitWeaving/V-avx2;unpack;1;4194304;4;256;6185876;27708691;461312;117824
BitWeaving/V-avx2;unpack;32;4194304;4;512;98167541;356426361;792384;702976
BitWeaving/V-avx2;unpack;31;4194304;4;512;100594605;345020593;3088768;2829952
BitWeaving/V-avx2;unpack;30;4194304;4;512;92112547;333690372;1871360;1712256
BitWeaving/V-avx2;unpack;29;4194304;4;512;91264564;323304804;1588928;1435776
BitWeaving/V-avx2;unpack;28;4194304;4;512;91396472;312252946;1299648;1168192
BitWeaving/V-avx2;unpack;27;4194304;4;512;88648304;302927081;1165888;1003136
BitWeaving/V-avx2;unpack;26;4194304;4;512;85848160;291400610;891840;782592
BitWeaving/V-avx2;unpack;25;4194304;4;512;82675056;280666916;802432;696832
BitWeaving/V-avx2;unpack;24;4194304;4;512;79428625;268746705;683328;584000
BitWeaving/V-avx2;unpack;23;4194304;4;512;73293465;258050369;574144;479808
BitWeaving/V-avx2;unpack;22;4194304;4;512;73338481;247468371;500864;407296
BitWeaving/V-avx2;unpack;21;4194304;4;512;70313075;236883200;461632;378944
BitWeaving/V-avx2;unpack;20;4194304;4;512;67485564;225833193;444992;356032
BitWeaving/V-avx2;unpack;19;4194304;4;512;59548703;214966582;382784;303232
BitWeaving/V-avx2;unpack;18;4194304;4;512;61439013;204864009;370624;288832
BitWeaving/V-avx2;unpack;17;4194304;4;512;58584836;194637290;365952;276160
BitWeaving/V-avx2;unpack;16;4194304;4;512;55354569;182742159;333504;254208
BitWeaving/V-avx2;unpack;15;4194304;4;512;49389530;171717524;295680;221120
BitWeaving/V-avx2;unpack;14;4194304;4;512;49550611;160993753;291776;214656
BitWeaving/V-avx2;unpack;13;4194304;4;512;46207981;151535402;325568;219904
BitWeaving/V-avx2;unpack;12;4194304;4;512;43449339;139970439;271936;195328
BitWeaving/V-avx2;unpack;11;4194304;4;512;37589578;129162570;342656;172416
BitWeaving/V-avx2;unpack;10;4194304;4;512;37509660;119047462;265856;175808
BitWeaving/V-avx2;unpack;9;4194304;4;512;34583879;107812861;232000;158144
BitWeaving/V-avx2;unpack;8;4194304;4;512;31414355;96649950;250752;155584
BitWeaving/V-avx2;unpack;7;4194304;4;512;25447035;85763052;197376;125952
BitWeaving/V-avx2;unpack;6;4194304;4;512;25439543;75098183;202304;128000
BitWeaving/V-avx2;unpack;5;4194304;4;512;22448495;64115873;188928;116224
BitWeaving/V-avx2;unpack;4;4194304;4;512;19387384;53813988;184000;105472
BitWeaving/V-avx2;unpack;3;4194304;4;512;13627135;42865873;157760;86080
BitWeaving/V-avx2;unpack;2;4194304;4;512;8600376;32018014;140992;70656
